        0:0         TID   1 CPU   9(2) created
        0:0         TID   1 CPU   9(2) created
fiosExecucao =8 Intervalo=99
: tempo -> 151843 usecs
        0:0         TID   2 CPU   0(1) created
        0:1465569435800 TID   2 sleeping on 'cond var'
        0:0         TID   2 CPU   0(1) created
      159:1465569435959 TID   2 sleeping on 'cond var'
      159:1465569435959 TID   2 CPU   0(1) preempted
      159:1465569435959 TID   2 CPU   0(1) restarted on the same CPU
      159:1465569435959 TID   2 sleeping on 'cond var'
      159:1465569435959 TID   2 CPU   0(1) preempted
      159:1465569435959 TID   2 CPU   0(1) restarted on the same CPU
        0:0         TID   8 CPU   2(1) created
        0:1465569435800 TID   8 sleeping on 'cond var'
        0:0         TID   8 CPU   2(1) created
      159:1465569435959 TID   8 sleeping on 'cond var'
      159:1465569435959 TID   8 CPU   2(1) preempted
      159:1465569435959 TID   8 CPU   2(1) restarted on the same CPU
      159:1465569435959 TID   8 sleeping on 'cond var'
      159:1465569435959 TID   8 CPU   2(1) preempted
      159:1465569435959 TID   8 CPU   2(1) restarted on the same CPU
        0:0         TID   4 CPU   6(1) created
        0:1465569435800 TID   4 sleeping on 'cond var'
        0:0         TID   4 CPU   6(1) created
      159:1465569435959 TID   4 sleeping on 'cond var'
      159:1465569435959 TID   4 CPU   6(1) preempted
      159:1465569435959 TID   4 CPU   6(1) restarted on the same CPU
      159:1465569435959 TID   4 sleeping on 'cond var'
      159:1465569435959 TID   4 CPU   6(1) preempted
      159:1465569435959 TID   4 CPU   6(1) restarted on the same CPU
        0:0         TID   3 CPU   8(2) created
        0:1465569435800 TID   3 sleeping on 'cond var'
        0:0         TID   7 CPU   8(2) created
        0:1465569435800 TID   7 sleeping on 'cond var'
        0:0         TID   3 CPU   8(2) created
        0:0         TID   1 CPU   9(2) created
        0:0         TID   1 CPU   9(2) created
        0:0         TID   1 CPU   9(2) created
        0:0         TID   1 CPU   9(2) created
        0:1465569435800 TID   1 sleeping on 'cond var'
        0:0         TID   1 CPU   9(2) created
      159:1465569435959 TID   1 sleeping on 'cond var'
      159:1465569435959 TID   1 CPU   9(2) preempted
      159:1465569435959 TID   1 CPU   9(2) restarted on the same CPU
      159:1465569435959 TID   1 sleeping on 'cond var'
      159:1465569435959 TID   1 CPU   9(2) preempted
      159:1465569435959 TID   1 CPU   9(2) restarted on the same CPU
      159:1465569435959 TID   1 sleeping on 'cond var'
      159:1465569435959 TID   1 CPU   9(2) preempted
      159:1465569435959 TID   1 CPU   9(2) restarted on the same CPU
      159:1465569435959 TID   1 sleeping on 'shuttle'
      159:1465569435959 TID   1 CPU   9(2) preempted
      159:1465569435959 TID   1 CPU   9(2) restarted on the same CPU
      159:1465569435959 TID   1 sleeping on 'shuttle'
      159:1465569435959 TID   1 CPU   9(2) preempted
      159:1465569435959 TID   1 CPU   9(2) restarted on the same CPU
      159:1465569435959 TID   1 sleeping on 'cond var'
      159:1465569435959 TID   1 CPU   9(2) preempted
      159:1465569435959 TID   1 CPU   9(2) restarted on the same CPU
      159:1465569435959 TID   1 sleeping on 'cond var'
      159:1465569435959 TID   1 CPU   9(2) preempted
      159:1465569435959 TID   1 CPU   9(2) restarted on the same CPU
      159:1465569435959 TID   1 sleeping on 'cond var'
      159:1465569435959 TID   1 CPU   9(2) preempted
      159:1465569435959 TID   1 CPU   9(2) restarted on the same CPU
      159:1465569435959 TID   1 sleeping on 'cond var'
      159:1465569435959 TID   1 CPU   9(2) preempted
      159:1465569435959 TID   1 CPU   9(2) restarted on the same CPU
      159:1465569435959 TID   3  from-CPU 11(2) to-cpu 10(2) CPU migration
      159:1465569435959 TID   3 CPU  10(2) restarted on the same CPU
      159:1465569435959 TID   3 sleeping on 'cond var'
      159:1465569435959 TID   3 CPU  10(2) preempted
      159:1465569435959 TID   3 CPU  10(2) restarted on the same CPU
      159:1465569435959 TID   3 sleeping on 'cond var'
      159:1465569435959 TID   3 CPU  10(2) preempted
      159:1465569435959 TID   3 CPU  10(2) restarted on the same CPU
       79:0         TID   3 CPU  11(2) created
       79:1465569435879 TID   3 CPU  11(2) restarted on the same CPU
      159:1465569435959 TID   3 sleeping on 'cond var'
      159:1465569435959 TID   3 CPU  11(2) preempted
        0:0         TID   6 CPU  20(1) created
        0:1465569435800 TID   6 sleeping on 'cond var'
        0:0         TID   6 CPU  20(1) created
      159:1465569435959 TID   6 sleeping on 'cond var'
      159:1465569435959 TID   6 CPU  20(1) preempted
      159:1465569435959 TID   6 CPU  20(1) restarted on the same CPU
      159:1465569435959 TID   6 sleeping on 'cond var'
      159:1465569435959 TID   6 CPU  20(1) preempted
      159:1465569435959 TID   6 CPU  20(1) restarted on the same CPU
        0:0         TID   7 CPU  24(2) created
      159:1465569435959 TID   7 sleeping on 'cond var'
      159:1465569435959 TID   7 CPU  24(2) preempted
      159:1465569435959 TID   7 CPU  24(2) restarted on the same CPU
      159:1465569435959 TID   7 sleeping on 'cond var'
      159:1465569435959 TID   7 CPU  24(2) preempted
      159:1465569435959 TID   7 CPU  24(2) restarted on the same CPU
        0:0         TID   5 CPU  31(2) created
        0:1465569435800 TID   5 sleeping on 'cond var'
        0:0         TID   5 CPU  31(2) created
      159:1465569435959 TID   5 sleeping on 'cond var'
      159:1465569435959 TID   5 CPU  31(2) preempted
      159:1465569435959 TID   5 CPU  31(2) restarted on the same CPU
      159:1465569435959 TID   5 sleeping on 'cond var'
      159:1465569435959 TID   5 CPU  31(2) preempted
      159:1465569435959 TID   5 CPU  31(2) restarted on the same CPU

