      109:1465569453909 TID   3 CPU  12(2) restarted on the same CPU
      109:1465569453909 TID   3 sleeping on 'cond var'
      109:1465569453909 TID   3 CPU  12(2) preempted
      109:1465569453909 TID   3 CPU  12(2) restarted on the same CPU
      109:1465569453909 TID   3 sleeping on 'cond var'
      109:1465569453909 TID   3 CPU  12(2) preempted
      109:1465569453909 TID   3 CPU  12(2) restarted on the same CPU
        0:0         TID   1 CPU  13(2) created
        0:0         TID   1 CPU  13(2) created
       10:1465569453810 TID   1 sleeping on 'cond var'
       10:1465569453810 TID   1 CPU  13(2) preempted
       10:1465569453810 TID   1 CPU  13(2) restarted on the same CPU
      109:1465569453909 TID   1 sleeping on 'cond var'
      109:1465569453909 TID   1 CPU  13(2) preempted
      109:1465569453909 TID   1 CPU  13(2) restarted on the same CPU
      109:1465569453909 TID   1 sleeping on 'cond var'
      109:1465569453909 TID   1 CPU  13(2) preempted
      109:1465569453909 TID   1 CPU  13(2) restarted on the same CPU
      109:1465569453909 TID   1 sleeping on 'cond var'
      109:1465569453909 TID   1 CPU  13(2) preempted
      109:1465569453909 TID   1 CPU  13(2) restarted on the same CPU
      109:1465569453909 TID   1 sleeping on 'cond var'
      109:1465569453909 TID   1 CPU  13(2) preempted
      109:1465569453909 TID   1 CPU  13(2) restarted on the same CPU
      109:1465569453909 TID   1 sleeping on 'shuttle'
      109:1465569453909 TID   1 CPU  13(2) preempted
      109:1465569453909 TID   1 CPU  13(2) restarted on the same CPU
      109:1465569453909 TID   1 sleeping on 'shuttle'
      109:1465569453909 TID   1 CPU  13(2) preempted
      109:1465569453909 TID   1 CPU  13(2) restarted on the same CPU
      109:1465569453909 TID   1 sleeping on 'cond var'
      109:1465569453909 TID   1 CPU  13(2) preempted
      109:1465569453909 TID   1 CPU  13(2) restarted on the same CPU
       89:1465569453889 TID   9  from-CPU 27(2) to-cpu 15(2) CPU migration
       89:1465569453889 TID   9 CPU  15(2) restarted on the same CPU
      109:1465569453909 TID   9 sleeping on 'cond var'
      109:1465569453909 TID   9 CPU  15(2) preempted
      109:1465569453909 TID   9 CPU  15(2) restarted on the same CPU
      109:1465569453909 TID   9 sleeping on 'cond var'
      109:1465569453909 TID   9 CPU  15(2) preempted
      109:1465569453909 TID  15  from-CPU 9(2) to-cpu 15(2) CPU migration
      109:1465569453909 TID  15 CPU  15(2) restarted on the same CPU
      109:1465569453909 TID  15 sleeping on 'cond var'
      109:1465569453909 TID  15 CPU  15(2) preempted
      109:1465569453909 TID  15 CPU  15(2) restarted on the same CPU
       79:1465569453879 TID   4  from-CPU 17(1) to-cpu 16(1) CPU migration
       79:1465569453879 TID   4 CPU  16(1) restarted on the same CPU
      109:1465569453909 TID   4 sleeping on 'cond var'
      109:1465569453909 TID   4 CPU  16(1) preempted
      109:1465569453909 TID   4 CPU  16(1) restarted on the same CPU
      109:1465569453909 TID   4 sleeping on 'cond var'
      109:1465569453909 TID   4 CPU  16(1) preempted
      109:1465569453909 TID   4 CPU  16(1) restarted on the same CPU
      109:1465569453909 TID   4 sleeping on 'cond var'
      109:1465569453909 TID   4 CPU  16(1) preempted
      109:1465569453909 TID   4 CPU  16(1) restarted on the same CPU
        0:0         TID   4 CPU  17(1) created
       10:1465569453810 TID   4 sleeping on 'cond var'
       10:1465569453810 TID   4 CPU  17(1) preempted
       10:1465569453810 TID   4 CPU  17(1) restarted on the same CPU
       79:1465569453879 TID   4 CPU  17(1) preempted
       10:0         TID  10 CPU  19(1) created
       10:1465569453810 TID  10 CPU  19(1) restarted on the same CPU
       10:1465569453810 TID  10 sleeping on 'cond var'
       10:1465569453810 TID  10 CPU  19(1) preempted
       10:1465569453810 TID  10 CPU  19(1) restarted on the same CPU
      109:1465569453909 TID  10 sleeping on 'cond var'
      109:1465569453909 TID  10 CPU  19(1) preempted
      109:1465569453909 TID  10 CPU  19(1) restarted on the same CPU
      109:1465569453909 TID  10 sleeping on 'cond var'
      109:1465569453909 TID  10 CPU  19(1) preempted
      109:1465569453909 TID  10 CPU  19(1) restarted on the same CPU
      109:1465569453909 TID  10 sleeping on 'cond var'
      109:1465569453909 TID  10 CPU  19(1) preempted
      109:1465569453909 TID  10 CPU  19(1) restarted on the same CPU
       10:0         TID  16 CPU  21(1) created
       10:1465569453810 TID  16 CPU  21(1) restarted on the same CPU
       10:1465569453810 TID  16 sleeping on 'cond var'
       10:1465569453810 TID  16 CPU  21(1) preempted
       10:0         TID   6 CPU  23(1) created
       10:1465569453810 TID   6 CPU  23(1) restarted on the same CPU
       10:1465569453810 TID   6 sleeping on 'cond var'
       10:1465569453810 TID   6 CPU  23(1) preempted
       10:1465569453810 TID   6 CPU  23(1) restarted on the same CPU
      109:1465569453909 TID   6 sleeping on 'cond var'
      109:1465569453909 TID   6 CPU  23(1) preempted
      109:1465569453909 TID   6 CPU  23(1) restarted on the same CPU
      109:1465569453909 TID   6 sleeping on 'cond var'
      109:1465569453909 TID   6 CPU  23(1) preempted
      109:1465569453909 TID   6 CPU  23(1) restarted on the same CPU
       89:1465569453889 TID  13  from-CPU 6(2) to-cpu 25(2) CPU migration
       89:1465569453889 TID  13 CPU  25(2) restarted on the same CPU
      109:1465569453909 TID  13 sleeping on 'cond var'
      109:1465569453909 TID  13 CPU  25(2) preempted
      109:1465569453909 TID  13 CPU  25(2) restarted on the same CPU
      109:1465569453909 TID  13 sleeping on 'cond var'
      109:1465569453909 TID  13 CPU  25(2) preempted
      109:1465569453909 TID  13 CPU  25(2) restarted on the same CPU
       10:1465569453810 TID  11  from-CPU 12(2) to-cpu 26(2) CPU migration
       10:1465569453810 TID  11 CPU  26(2) restarted on the same CPU
      109:1465569453909 TID  11 sleeping on 'cond var'
      109:1465569453909 TID  11 CPU  26(2) preempted
      109:1465569453909 TID  11 CPU  26(2) restarted on the same CPU
      109:1465569453909 TID  11 sleeping on 'cond var'
      109:1465569453909 TID  11 CPU  26(2) preempted
      109:1465569453909 TID  11 CPU  26(2) restarted on the same CPU
       10:1465569453810 TID   9  from-CPU 12(2) to-cpu 27(2) CPU migration
       10:1465569453810 TID   9 CPU  27(2) restarted on the same CPU
       89:1465569453889 TID   9 CPU  27(2) preempted
       10:1465569453810 TID   7  from-CPU 12(2) to-cpu 28(2) CPU migration
       10:1465569453810 TID   7 CPU  28(2) restarted on the same CPU
       89:1465569453889 TID   7 CPU  28(2) preempted
       89:1465569453889 TID   7  from-CPU 28(2) to-cpu 30(2) CPU migration
       89:1465569453889 TID   7 CPU  30(2) restarted on the same CPU
      109:1465569453909 TID   7 sleeping on 'cond var'
      109:1465569453909 TID   7 CPU  30(2) preempted
      109:1465569453909 TID   7 CPU  30(2) restarted on the same CPU
      109:1465569453909 TID   7 sleeping on 'cond var'
      109:1465569453909 TID   7 CPU  30(2) preempted
      109:1465569453909 TID   7 CPU  30(2) restarted on the same CPU
      109:1465569453909 TID   7 sleeping on 'cond var'
      109:1465569453909 TID   7 CPU  30(2) preempted
      109:1465569453909 TID   7 CPU  30(2) restarted on the same CPU
      109:1465569453909 TID   9  from-CPU 15(2) to-cpu 31(2) CPU migration
      109:1465569453909 TID   9 CPU  31(2) restarted on the same CPU
       10:0         TID  12 CPU   1(1) created
       10:1465569453810 TID  12 CPU   1(1) restarted on the same CPU
       10:1465569453810 TID  12 sleeping on 'cond var'
       10:1465569453810 TID  12 CPU   1(1) preempted
       10:1465569453810 TID  12 CPU   1(1) restarted on the same CPU
      109:1465569453909 TID  12 sleeping on 'cond var'
      109:1465569453909 TID  12 CPU   1(1) preempted
      109:1465569453909 TID  14  from-CPU 7(1) to-cpu 1(1) CPU migration
      109:1465569453909 TID  14 CPU   1(1) restarted on the same CPU
      109:1465569453909 TID  14 sleeping on 'cond var'
      109:1465569453909 TID  14 CPU   1(1) preempted
      109:1465569453909 TID  12 CPU   1(1) restarted on the same CPU
      109:1465569453909 TID  12 sleeping on 'cond var'
      109:1465569453909 TID  12 CPU   1(1) preempted
      109:1465569453909 TID  14 CPU   1(1) restarted on the same CPU
      109:1465569453909 TID  14 sleeping on 'cond var'
      109:1465569453909 TID  14 CPU   1(1) preempted
      109:1465569453909 TID  12 CPU   1(1) restarted on the same CPU

