        0:0         TID   1 CPU  28(2) created
        0:0         TID   1 CPU  28(2) created
        0:0         TID   1 CPU  28(2) created
        0:0         TID   1 CPU  28(2) created
        0:0         TID   1 CPU  28(2) created
        0:0         TID   1 CPU  28(2) created
fiosExecucao =4 Intervalo=99
: tempo -> 185318 usecs
        0:0         TID   4 CPU   4(1) created
        0:1465569425460 TID   4 sleeping on 'cond var'
        0:0         TID   4 CPU   4(1) created
      190:1465569425650 TID   4 sleeping on 'cond var'
      190:1465569425650 TID   4 CPU   4(1) preempted
      190:1465569425650 TID   4 CPU   4(1) restarted on the same CPU
      190:1465569425650 TID   4 sleeping on 'cond var'
      190:1465569425650 TID   4 CPU   4(1) preempted
      190:1465569425650 TID   4 CPU   4(1) restarted on the same CPU
        0:0         TID   1 CPU  15(2) created
        0:1465569425460 TID   1 sleeping on 'cond var'
        0:0         TID   1 CPU  15(2) created
      190:1465569425650 TID   1 sleeping on 'cond var'
      190:1465569425650 TID   1 CPU  15(2) preempted
      190:1465569425650 TID   1 CPU  15(2) restarted on the same CPU
      190:1465569425650 TID   1 sleeping on 'cond var'
      190:1465569425650 TID   1 CPU  15(2) preempted
      190:1465569425650 TID   1 CPU  15(2) restarted on the same CPU
      190:1465569425650 TID   1 sleeping on 'cond var'
      190:1465569425650 TID   1 CPU  15(2) preempted
      190:1465569425650 TID   1 CPU  15(2) restarted on the same CPU
      190:1465569425650 TID   1 sleeping on 'shuttle'
      190:1465569425650 TID   1 CPU  15(2) preempted
      190:1465569425650 TID   1 CPU  15(2) restarted on the same CPU
      190:1465569425650 TID   1 sleeping on 'shuttle'
      190:1465569425650 TID   1 CPU  15(2) preempted
      190:1465569425650 TID   1 CPU  15(2) restarted on the same CPU
      190:1465569425650 TID   1 sleeping on 'cond var'
      190:1465569425650 TID   1 CPU  15(2) preempted
      190:1465569425650 TID   1 CPU  15(2) restarted on the same CPU
      190:1465569425650 TID   1 sleeping on 'cond var'
      190:1465569425650 TID   1 CPU  15(2) preempted
      190:1465569425650 TID   1 CPU  15(2) restarted on the same CPU
      190:1465569425650 TID   2  from-CPU 22(1) to-cpu 21(1) CPU migration
      190:1465569425650 TID   2 CPU  21(1) restarted on the same CPU
      190:1465569425650 TID   2 sleeping on 'cond var'
      190:1465569425650 TID   2 CPU  21(1) preempted
      190:1465569425650 TID   2 CPU  21(1) restarted on the same CPU
        0:0         TID   2 CPU  22(1) created
        0:1465569425460 TID   2 sleeping on 'cond var'
        0:0         TID   2 CPU  22(1) created
      190:1465569425650 TID   2 sleeping on 'cond var'
      190:1465569425650 TID   2 CPU  22(1) preempted
        0:0         TID   3 CPU  27(2) created
        0:1465569425460 TID   3 sleeping on 'cond var'
        0:0         TID   3 CPU  27(2) created
      190:1465569425650 TID   3 sleeping on 'cond var'
      190:1465569425650 TID   3 CPU  27(2) preempted
      190:1465569425650 TID   3 CPU  27(2) restarted on the same CPU
      190:1465569425650 TID   3 sleeping on 'cond var'
      190:1465569425650 TID   3 CPU  27(2) preempted
      190:1465569425650 TID   3 CPU  27(2) restarted on the same CPU
        0:1465569425460 TID   1 sleeping on 'cond var'

