        0:0         TID   1 CPU   7(1) created
        0:0         TID   1 CPU   7(1) created
        0:0         TID   1 CPU   7(1) created
fiosExecucao =2 Intervalo=99
: tempo -> 36547.7 usecs
        0:0         TID   2 CPU   6(1) created
        0:1465569491019 TID   2 sleeping on 'cond var'
        0:0         TID   2 CPU   6(1) created
       40:1465569491059 TID   2 sleeping on 'cond var'
       40:1465569491059 TID   2 CPU   6(1) preempted
       40:1465569491059 TID   2 CPU   6(1) restarted on the same CPU
       40:1465569491059 TID   2 sleeping on 'cond var'
       40:1465569491059 TID   2 CPU   6(1) preempted
       40:1465569491059 TID   2 CPU   6(1) restarted on the same CPU
        0:0         TID   1 CPU   7(1) created
        0:0         TID   1 CPU   7(1) created
        0:0         TID   1 CPU   7(1) created
        0:1465569491019 TID   1 sleeping on 'cond var'
        0:0         TID   1 CPU   7(1) created
       40:1465569491059 TID   1 sleeping on 'cond var'
       40:1465569491059 TID   1 CPU   7(1) preempted
       40:1465569491059 TID   1 CPU   7(1) restarted on the same CPU
       40:1465569491059 TID   1 sleeping on 'cond var'
       40:1465569491059 TID   1 CPU   7(1) preempted
       40:1465569491059 TID   1 CPU   7(1) restarted on the same CPU
       40:1465569491059 TID   1 sleeping on 'cond var'
       40:1465569491059 TID   1 CPU   7(1) preempted
       40:1465569491059 TID   1 CPU   7(1) restarted on the same CPU
       40:1465569491059 TID   1 sleeping on 'shuttle'
       40:1465569491059 TID   1 CPU   7(1) preempted
       40:1465569491059 TID   1 CPU   7(1) restarted on the same CPU
       40:1465569491059 TID   1 sleeping on 'shuttle'
       40:1465569491059 TID   1 CPU   7(1) preempted
       40:1465569491059 TID   1 CPU   7(1) restarted on the same CPU
       40:1465569491059 TID   1 sleeping on 'cond var'
       40:1465569491059 TID   1 CPU   7(1) preempted
       40:1465569491059 TID   1 CPU   7(1) restarted on the same CPU

