        0:0         TID   1 CPU  23(1) created
        0:0         TID   1 CPU  23(1) created
fiosExecucao =16 Intervalo=99
: tempo -> 126391 usecs
        0:0         TID   1 CPU   1(1) created
      129:1465569446999 TID   1 sleeping on 'cond var'
      129:1465569446999 TID   1 CPU   1(1) preempted
      129:1465569446999 TID   1 CPU   1(1) restarted on the same CPU
      129:1465569446999 TID   1 sleeping on 'cond var'
      129:1465569446999 TID   1 CPU   1(1) preempted
      129:1465569446999 TID   1 CPU   1(1) restarted on the same CPU
      129:1465569446999 TID   1 sleeping on 'cond var'
      129:1465569446999 TID   1 CPU   1(1) preempted
      129:1465569446999 TID   1 CPU   1(1) restarted on the same CPU
      129:1465569446999 TID   1 sleeping on 'shuttle'
      129:1465569446999 TID   1 CPU   1(1) preempted
      129:1465569446999 TID   1 CPU   1(1) restarted on the same CPU
      129:1465569446999 TID   1 sleeping on 'shuttle'
      129:1465569446999 TID   1 CPU   1(1) preempted
      129:1465569446999 TID   1 CPU   1(1) restarted on the same CPU
      129:1465569446999 TID   1 sleeping on 'cond var'
      129:1465569446999 TID   1 CPU   1(1) preempted
      129:1465569446999 TID   1 CPU   1(1) restarted on the same CPU
      129:1465569446999 TID   1 sleeping on 'cond var'
      129:1465569446999 TID   1 CPU   1(1) preempted
      129:1465569446999 TID   1 CPU   1(1) restarted on the same CPU
      129:1465569446999 TID   1 sleeping on 'cond var'
      129:1465569446999 TID   1 CPU   1(1) preempted
      129:1465569446999 TID   1 CPU   1(1) restarted on the same CPU
      129:1465569446999 TID   1 sleeping on 'cond var'
      129:1465569446999 TID   1 CPU   1(1) preempted
      129:1465569446999 TID   1 CPU   1(1) restarted on the same CPU
      129:1465569446999 TID   1 sleeping on 'cond var'
      129:1465569446999 TID   1 CPU   1(1) preempted
      129:1465569446999 TID   1 CPU   1(1) restarted on the same CPU
      129:1465569446999 TID   1 sleeping on 'cond var'
      129:1465569446999 TID   1 CPU   1(1) preempted
      129:1465569446999 TID   1 CPU   1(1) restarted on the same CPU
      129:1465569446999 TID   1 sleeping on 'cond var'
      129:1465569446999 TID   1 CPU   1(1) preempted
      129:1465569446999 TID  15  from-CPU 18(1) to-cpu 2(1) CPU migration
      129:1465569446999 TID  15 CPU   2(1) restarted on the same CPU
      129:1465569446999 TID  15 sleeping on 'cond var'
      129:1465569446999 TID  15 CPU   2(1) preempted
      129:1465569446999 TID  15 CPU   2(1) restarted on the same CPU
      129:1465569446999 TID  15 sleeping on 'cond var'
      129:1465569446999 TID  15 CPU   2(1) preempted
        0:0         TID  13 CPU   3(1) created
      129:1465569446999 TID  13 sleeping on 'cond var'
      129:1465569446999 TID  13 CPU   3(1) preempted
      129:1465569446999 TID  13 CPU   3(1) restarted on the same CPU
      129:1465569446999 TID  13 sleeping on 'cond var'
      129:1465569446999 TID  13 CPU   3(1) preempted
      129:1465569446999 TID  13 CPU   3(1) restarted on the same CPU
        0:0         TID   7 CPU   6(1) created
      129:1465569446999 TID   7 sleeping on 'cond var'
      129:1465569446999 TID   7 CPU   6(1) preempted
      129:1465569446999 TID   7 CPU   6(1) restarted on the same CPU
      129:1465569446999 TID   7 sleeping on 'cond var'
      129:1465569446999 TID   7 CPU   6(1) preempted
      129:1465569446999 TID   7 CPU   6(1) restarted on the same CPU
        0:0         TID  11 CPU   7(1) created
      129:1465569446999 TID  11 sleeping on 'cond var'
      129:1465569446999 TID  11 CPU   7(1) preempted
      129:1465569446999 TID  11 CPU   7(1) restarted on the same CPU
      129:1465569446999 TID  11 sleeping on 'cond var'
      129:1465569446999 TID  11 CPU   7(1) preempted
      129:1465569446999 TID  11 CPU   7(1) restarted on the same CPU
        0:0         TID   2 CPU   8(2) created
        0:1465569446870 TID   2 sleeping on 'cond var'
        0:0         TID   2 CPU   8(2) created
      129:1465569446999 TID   2 sleeping on 'cond var'
      129:1465569446999 TID   2 CPU   8(2) preempted
      129:1465569446999 TID   2 CPU   8(2) restarted on the same CPU
      129:1465569446999 TID   2 sleeping on 'cond var'
      129:1465569446999 TID   2 CPU   8(2) preempted
      129:1465569446999 TID   2 CPU   8(2) restarted on the same CPU
      129:1465569446999 TID   2 sleeping on 'cond var'
      129:1465569446999 TID   2 CPU   8(2) preempted
      129:1465569446999 TID   2 CPU   8(2) restarted on the same CPU
        0:0         TID  14 CPU   9(2) created
      129:1465569446999 TID  14 sleeping on 'cond var'
      129:1465569446999 TID  14 CPU   9(2) preempted
      129:1465569446999 TID  14 CPU   9(2) restarted on the same CPU
      129:1465569446999 TID  14 sleeping on 'cond var'
      129:1465569446999 TID  14 CPU   9(2) preempted
      129:1465569446999 TID  14 CPU   9(2) restarted on the same CPU
        0:0         TID   8 CPU  10(2) created
        0:1465569446870 TID   8 sleeping on 'cond var'
        0:0         TID   8 CPU  10(2) created
      129:1465569446999 TID   8 sleeping on 'cond var'
      129:1465569446999 TID   8 CPU  10(2) preempted
