        0:0         TID   1 CPU  24(2) created
        0:0         TID   1 CPU  24(2) created
        0:0         TID   1 CPU  24(2) created
        0:0         TID   1 CPU  24(2) created
        0:0         TID   1 CPU  24(2) created
        0:0         TID   1 CPU  24(2) created
fiosExecucao =32 Intervalo=99
: tempo -> 75486.5 usecs
        0:0         TID  28 CPU   0(1) created
       79:1465569458749 TID  28 sleeping on 'cond var'
       79:1465569458749 TID  28 CPU   0(1) preempted
       79:1465569458749 TID  32  from-CPU 16(2) to-cpu 0(1) CPU migration
       79:1465569458749 TID  32 CPU   0(1) restarted on the same CPU
       79:1465569458749 TID  32 sleeping on 'cond var'
       79:1465569458749 TID  32 CPU   0(1) preempted
       79:1465569458749 TID  32 CPU   0(1) restarted on the same CPU
       79:1465569458749 TID  32 sleeping on 'cond var'
       79:1465569458749 TID  32 CPU   0(1) preempted
       79:1465569458749 TID  30  from-CPU 18(1) to-cpu 0(1) CPU migration
       79:1465569458749 TID  30 CPU   0(1) restarted on the same CPU
        0:0         TID  10 CPU   1(1) created
        0:1465569458670 TID  10 sleeping on 'cond var'
        0:0         TID  32 CPU   1(1) created
        0:1465569458670 TID  32 sleeping on 'cond var'
        0:0         TID  18 CPU   1(1) created
       79:1465569458749 TID  18 sleeping on 'cond var'
       79:1465569458749 TID  18 CPU   1(1) preempted
       79:1465569458749 TID  18 CPU   1(1) restarted on the same CPU
       79:1465569458749 TID  18 sleeping on 'cond var'
       79:1465569458749 TID  18 CPU   1(1) preempted
       79:1465569458749 TID  18 CPU   1(1) restarted on the same CPU
       79:1465569458749 TID  18 sleeping on 'cond var'
       79:1465569458749 TID  18 CPU   1(1) preempted
       79:1465569458749 TID  18 CPU   1(1) restarted on the same CPU
        0:0         TID  24 CPU   2(1) created
        0:1465569458670 TID  24 sleeping on 'kernel RW lock'
        0:0         TID  23 CPU   2(1) created
       79:1465569458749 TID  23 sleeping on 'cond var'
       79:1465569458749 TID  23 CPU   2(1) preempted
       79:1465569458749 TID  26  from-CPU 28(2) to-cpu 2(1) CPU migration
       79:1465569458749 TID  26 CPU   2(1) restarted on the same CPU
       79:1465569458749 TID  26 sleeping on 'cond var'
       79:1465569458749 TID  26 CPU   2(1) preempted
       79:1465569458749 TID  12  from-CPU 3(1) to-cpu 2(1) CPU migration
       79:1465569458749 TID  12 CPU   2(1) restarted on the same CPU
        0:0         TID  16 CPU   3(1) created
        0:1465569458670 TID  16 sleeping on 'cond var'
        0:0         TID  16 CPU   3(1) created
       19:0         TID  16 CPU   3(1) created
       19:1465569458689 TID  16 CPU   3(1) restarted on the same CPU
       79:1465569458749 TID  16 sleeping on 'cond var'
       79:1465569458749 TID  16 CPU   3(1) preempted
       79:1465569458749 TID  12  from-CPU 6(1) to-cpu 3(1) CPU migration
       79:1465569458749 TID  12 CPU   3(1) restarted on the same CPU
       79:1465569458749 TID  12 sleeping on 'cond var'
       79:1465569458749 TID  12 CPU   3(1) preempted
       79:1465569458749 TID  16 CPU   3(1) restarted on the same CPU
       79:1465569458749 TID  16 sleeping on 'cond var'
       79:1465569458749 TID  16 CPU   3(1) preempted
       79:1465569458749 TID  12 CPU   3(1) restarted on the same CPU
       79:1465569458749 TID  12 sleeping on 'cond var'
       79:1465569458749 TID  12 CPU   3(1) preempted
       79:1465569458749 TID  16 CPU   3(1) restarted on the same CPU
       79:1465569458749 TID  16 sleeping on 'cond var'
       79:1465569458749 TID  16 CPU   3(1) preempted
       79:1465569458749 TID  16 CPU   3(1) restarted on the same CPU
        0:0         TID  22 CPU   4(1) created
       39:0         TID  22 CPU   4(1) created
       39:1465569458709 TID  22 CPU   4(1) restarted on the same CPU
       79:1465569458749 TID  22 sleeping on 'cond var'
       79:1465569458749 TID  22 CPU   4(1) preempted
       79:1465569458749 TID  22 CPU   4(1) restarted on the same CPU
       79:1465569458749 TID  22 sleeping on 'cond var'
       79:1465569458749 TID  22 CPU   4(1) preempted
       79:1465569458749 TID  22 CPU   4(1) restarted on the same CPU
        0:0         TID   6 CPU   5(1) created
        0:1465569458670 TID   6 sleeping on 'cond var'
        0:0         TID  22 CPU   5(1) created
        0:1465569458670 TID  22 sleeping on 'cond var'
        0:0         TID   6 CPU   5(1) created
       79:1465569458749 TID   6 sleeping on 'cond var'
       79:1465569458749 TID   6 CPU   5(1) preempted
       79:1465569458749 TID   6 CPU   5(1) restarted on the same CPU
       79:1465569458749 TID   6 sleeping on 'cond var'
       79:1465569458749 TID   6 CPU   5(1) preempted
       79:1465569458749 TID   6 CPU   5(1) restarted on the same CPU
        0:0         TID  30 CPU   6(1) created
        0:1465569458670 TID  30 sleeping on 'cond var'
        0:0         TID  12 CPU   6(1) created
       10:0         TID  12 CPU   6(1) created
       10:1465569458680 TID  12 CPU   6(1) restarted on the same CPU
       59:1465569458729 TID  12 CPU   6(1) preempted
       59:1465569458729 TID  12 CPU   6(1) restarted on the same CPU
       79:1465569458749 TID  12 sleeping on 'cond var'
       79:1465569458749 TID  12 CPU   6(1) preempted
       79:1465569458749 TID  24  from-CPU 22(1) to-cpu 6(1) CPU migration
       79:1465569458749 TID  24 CPU   6(1) restarted on the same CPU
       79:1465569458749 TID  24 sleeping on 'cond var'
       79:1465569458749 TID  24 CPU   6(1) preempted
       79:1465569458749 TID  24  from-CPU 22(1) to-cpu 6(1) CPU migration
       79:1465569458749 TID  24 CPU   6(1) restarted on the same CPU
        0:0         TID  12 CPU   7(1) created
        0:1465569458670 TID  12 sleeping on 'cond var'
        0:0         TID  20 CPU   7(1) created
       79:1465569458749 TID  20 sleeping on 'cond var'
       79:1465569458749 TID  20 CPU   7(1) preempted
       79:1465569458749 TID  20 CPU   7(1) restarted on the same CPU
       79:1465569458749 TID  20 sleeping on 'cond var'
       79:1465569458749 TID  20 CPU   7(1) preempted
       79:1465569458749 TID  20 CPU   7(1) restarted on the same CPU
       79:1465569458749 TID  20 sleeping on 'cond var'
       79:1465569458749 TID  20 CPU   7(1) preempted
       79:1465569458749 TID  20 CPU   7(1) restarted on the same CPU
        0:0         TID   1 CPU   8(2) created
        0:1465569458670 TID   1 sleeping on 'kernel RW lock'
        0:0         TID   1 CPU   8(2) created
        0:1465569458670 TID   1 sleeping on 'kernel RW lock'
        0:0         TID   1 CPU   8(2) created
        0:1465569458670 TID   1 sleeping on 'kernel RW lock'
        0:0         TID   1 CPU   8(2) created
        0:1465569458670 TID   1 sleeping on 'kernel RW lock'
        0:0         TID   1 CPU   8(2) created
        0:1465569458670 TID   1 sleeping on 'kernel RW lock'
        0:0         TID   1 CPU   8(2) created
        0:1465569458670 TID   1 sleeping on 'kernel RW lock'
        0:0         TID   1 CPU   8(2) created
        0:1465569458670 TID   1 sleeping on 'cond var'
        0:0         TID   1 CPU   8(2) created
       29:0         TID   1 CPU   8(2) created
       29:1465569458699 TID   1 CPU   8(2) restarted on the same CPU
       79:1465569458749 TID   1 CPU   8(2) preempted
       79:1465569458749 TID   1 CPU   8(2) restarted on the same CPU
       79:1465569458749 TID   1 sleeping on 'cond var'
       79:1465569458749 TID   1 CPU   8(2) preempted
       79:1465569458749 TID   1 CPU   8(2) restarted on the same CPU
       79:1465569458749 TID   1 sleeping on 'cond var'
       79:1465569458749 TID   1 CPU   8(2) preempted
       79:1465569458749 TID  29  from-CPU 10(2) to-cpu 8(2) CPU migration
       79:1465569458749 TID  29 CPU   8(2) restarted on the same CPU
        0:0         TID  17 CPU   9(2) created
       79:1465569458749 TID  17 sleeping on 'cond var'
       79:1465569458749 TID  17 CPU   9(2) preempted
       79:1465569458749 TID  21  from-CPU 25(2) to-cpu 9(2) CPU migration
       79:1465569458749 TID  21 CPU   9(2) restarted on the same CPU
        0:0         TID  29 CPU  10(2) created
       79:0         TID  29 CPU  10(2) created
       79:1465569458749 TID  29 CPU  10(2) restarted on the same CPU
       79:1465569458749 TID  29 sleeping on 'cond var'
       79:1465569458749 TID  29 CPU  10(2) preempted
       79:1465569458749 TID  29 CPU  10(2) restarted on the same CPU
       79:1465569458749 TID  29 sleeping on 'cond var'
       79:1465569458749 TID  29 CPU  10(2) preempted
       79:1465569458749 TID  23  from-CPU 29(1) to-cpu 10(2) CPU migration
       79:1465569458749 TID  23 CPU  10(2) restarted on the same CPU
        0:0         TID   3 CPU  11(2) created
        0:1465569458670 TID   3 sleeping on 'cond var'
        0:0         TID   3 CPU  11(2) created
       79:1465569458749 TID   3 sleeping on 'cond var'
       79:1465569458749 TID   3 CPU  11(2) preempted
       79:1465569458749 TID   3 CPU  11(2) restarted on the same CPU
       79:1465569458749 TID   3 sleeping on 'cond var'
       79:1465569458749 TID   3 CPU  11(2) preempted
       79:1465569458749 TID   3 CPU  11(2) restarted on the same CPU
       79:1465569458749 TID   3 sleeping on 'cond var'
       79:1465569458749 TID   3 CPU  11(2) preempted
       79:1465569458749 TID   3 CPU  11(2) restarted on the same CPU
        0:0         TID  25 CPU  12(2) created
       79:1465569458749 TID  25 sleeping on 'cond var'
       79:1465569458749 TID  25 CPU  12(2) preempted
       79:1465569458749 TID  25 CPU  12(2) restarted on the same CPU
       79:1465569458749 TID  25 sleeping on 'cond var'
       79:1465569458749 TID  25 CPU  12(2) preempted
       79:1465569458749 TID  25 CPU  12(2) restarted on the same CPU
       79:1465569458749 TID  25 sleeping on 'cond var'
       79:1465569458749 TID  25 CPU  12(2) preempted
       79:1465569458749 TID  25 CPU  12(2) restarted on the same CPU
        0:0         TID  19 CPU  13(2) created
       79:1465569458749 TID  19 sleeping on 'cond var'
       79:1465569458749 TID  19 CPU  13(2) preempted
       79:1465569458749 TID  27  from-CPU 20(1) to-cpu 13(2) CPU migration
       79:1465569458749 TID  27 CPU  13(2) restarted on the same CPU
       79:1465569458749 TID  27 sleeping on 'cond var'
       79:1465569458749 TID  27 CPU  13(2) preempted
       79:1465569458749 TID  19 CPU  13(2) restarted on the same CPU
       79:1465569458749 TID  19 sleeping on 'cond var'
       79:1465569458749 TID  19 CPU  13(2) preempted
       79:1465569458749 TID  27 CPU  13(2) restarted on the same CPU
       79:1465569458749 TID  27 sleeping on 'cond var'
       79:1465569458749 TID  27 CPU  13(2) preempted
       79:1465569458749 TID  17  from-CPU 30(2) to-cpu 13(2) CPU migration
       79:1465569458749 TID  17 CPU  13(2) restarted on the same CPU
        0:0         TID   5 CPU  14(2) created
        0:1465569458670 TID   5 sleeping on 'cond var'
        0:0         TID  27 CPU  14(2) created
        0:1465569458670 TID  27 sleeping on 'cond var'
        0:0         TID   5 CPU  14(2) created
       79:1465569458749 TID   5 sleeping on 'cond var'
       79:1465569458749 TID   5 CPU  14(2) preempted
       79:1465569458749 TID   5 CPU  14(2) restarted on the same CPU
       79:1465569458749 TID   5 sleeping on 'cond var'
       79:1465569458749 TID   5 CPU  14(2) preempted
       79:1465569458749 TID   5 CPU  14(2) restarted on the same CPU
        0:0         TID   3 CPU  15(2) created
        0:1465569458670 TID   3 sleeping on 'cond var'
        0:0         TID   7 CPU  15(2) created
        0:1465569458670 TID   7 sleeping on 'cond var'
        0:0         TID   9 CPU  15(2) created
        0:1465569458670 TID   9 sleeping on 'cond var'
        0:0         TID  11 CPU  15(2) created
        0:1465569458670 TID  11 sleeping on 'cond var'
        0:0         TID  13 CPU  15(2) created
        0:1465569458670 TID  13 sleeping on 'cond var'
        0:0         TID  15 CPU  15(2) created
        0:1465569458670 TID  15 sleeping on 'cond var'
        0:0         TID  17 CPU  15(2) created
        0:1465569458670 TID  17 sleeping on 'cond var'
        0:0         TID  19 CPU  15(2) created
        0:1465569458670 TID  19 sleeping on 'cond var'
        0:0         TID  21 CPU  15(2) created
        0:1465569458670 TID  21 sleeping on 'cond var'
        0:0         TID  23 CPU  15(2) created
        0:1465569458670 TID  23 sleeping on 'cond var'
        0:0         TID  25 CPU  15(2) created
        0:1465569458670 TID  25 sleeping on 'cond var'
        0:0         TID  29 CPU  15(2) created
        0:1465569458670 TID  29 sleeping on 'cond var'
        0:0         TID  25 CPU  15(2) created
        0:1465569458670 TID  25 sleeping on 'cond var'
        0:0         TID   7 CPU  15(2) created
       79:1465569458749 TID   7 sleeping on 'cond var'
       79:1465569458749 TID   7 CPU  15(2) preempted
       79:1465569458749 TID   7 CPU  15(2) restarted on the same CPU
       79:1465569458749 TID   7 sleeping on 'cond var'
       79:1465569458749 TID   7 CPU  15(2) preempted
       79:1465569458749 TID   7 CPU  15(2) restarted on the same CPU
