        0:0         TID   1 CPU  27(2) created
        0:0         TID   1 CPU  27(2) created
        0:0         TID   1 CPU  27(2) created
        0:0         TID   1 CPU  27(2) created
        0:0         TID   1 CPU  27(2) created
        0:0         TID   1 CPU  27(2) created
fiosExecucao =16 Intervalo=99
: tempo -> 113347 usecs
        0:0         TID   6 CPU   0(1) created
        0:1465569445900 TID   6 sleeping on 'cond var'
        0:0         TID   6 CPU   0(1) created
      109:1465569446009 TID   6 sleeping on 'cond var'
      109:1465569446009 TID   6 CPU   0(1) preempted
      109:1465569446009 TID   6 CPU   0(1) restarted on the same CPU
      109:1465569446009 TID   6 sleeping on 'cond var'
      109:1465569446009 TID   6 CPU   0(1) preempted
      119:1465569446019 TID   6 CPU   0(1) restarted on the same CPU
        0:0         TID  12 CPU   2(1) created
        0:1465569445900 TID  12 sleeping on 'cond var'
        0:0         TID  12 CPU   2(1) created
       89:0         TID   2 CPU   3(1) created
       89:1465569445989 TID   2 CPU   3(1) restarted on the same CPU
      109:1465569446009 TID   2 sleeping on 'cond var'
      109:1465569446009 TID   2 CPU   3(1) preempted
      109:1465569446009 TID   2 CPU   3(1) restarted on the same CPU
      109:1465569446009 TID   2 sleeping on 'cond var'
      109:1465569446009 TID   2 CPU   3(1) preempted
      119:1465569446019 TID   2 CPU   3(1) restarted on the same CPU
        0:0         TID   2 CPU   4(1) created
        0:1465569445900 TID   2 sleeping on 'cond var'
        0:0         TID   2 CPU   4(1) created
        0:0         TID  14 CPU   7(1) created
      109:1465569446009 TID  14 sleeping on 'cond var'
      109:1465569446009 TID  14 CPU   7(1) preempted
      109:1465569446009 TID  14 CPU   7(1) restarted on the same CPU
      109:1465569446009 TID  14 sleeping on 'cond var'
      109:1465569446009 TID  14 CPU   7(1) preempted
      109:1465569446009 TID  14 CPU   7(1) restarted on the same CPU
      109:1465569446009 TID  14 sleeping on 'cond var'
      109:1465569446009 TID  14 CPU   7(1) preempted
      119:1465569446019 TID  14 CPU   7(1) restarted on the same CPU
        0:0         TID  11 CPU   9(2) created
      109:1465569446009 TID  11 sleeping on 'cond var'
      109:1465569446009 TID  11 CPU   9(2) preempted
      109:1465569446009 TID  11 CPU   9(2) restarted on the same CPU
      109:1465569446009 TID  11 sleeping on 'cond var'
      109:1465569446009 TID  11 CPU   9(2) preempted
      119:1465569446019 TID  11 CPU   9(2) restarted on the same CPU
        0:0         TID   7 CPU  10(2) created
      109:1465569446009 TID   7 sleeping on 'cond var'
      109:1465569446009 TID   7 CPU  10(2) preempted
      109:1465569446009 TID   7 CPU  10(2) restarted on the same CPU
      109:1465569446009 TID   7 sleeping on 'cond var'
      109:1465569446009 TID   7 CPU  10(2) preempted
      119:1465569446019 TID   1  from-CPU 27(2) to-cpu 11(2) CPU migration
        0:0         TID  15 CPU  12(2) created
      109:1465569446009 TID  15 sleeping on 'cond var'
      109:1465569446009 TID  15 CPU  12(2) preempted
      109:1465569446009 TID  15 CPU  12(2) restarted on the same CPU
      109:1465569446009 TID  15 sleeping on 'cond var'
      109:1465569446009 TID  15 CPU  12(2) preempted
      119:1465569446019 TID  15 CPU  12(2) restarted on the same CPU
        0:0         TID  13 CPU  13(2) created
      109:1465569446009 TID  13 sleeping on 'cond var'
      109:1465569446009 TID  13 CPU  13(2) preempted
      109:1465569446009 TID  13 CPU  13(2) restarted on the same CPU
      109:1465569446009 TID  13 sleeping on 'cond var'
      109:1465569446009 TID  13 CPU  13(2) preempted
      109:1465569446009 TID  13 CPU  13(2) restarted on the same CPU
      109:1465569446009 TID  13 sleeping on 'cond var'
      109:1465569446009 TID  13 CPU  13(2) preempted
      119:1465569446019 TID   7  from-CPU 10(2) to-cpu 13(2) CPU migration
      119:1465569446019 TID   7 CPU  13(2) restarted on the same CPU
        0:0         TID   9 CPU  15(2) created
      109:1465569446009 TID   9 sleeping on 'cond var'
      109:1465569446009 TID   9 CPU  15(2) preempted
      109:1465569446009 TID   9 CPU  15(2) restarted on the same CPU
      109:1465569446009 TID   9 sleeping on 'cond var'
      109:1465569446009 TID   9 CPU  15(2) preempted
      109:1465569446009 TID   9 CPU  15(2) restarted on the same CPU
      109:1465569446009 TID   9 sleeping on 'cond var'
      109:1465569446009 TID   9 CPU  15(2) preempted
      119:1465569446019 TID   9 CPU  15(2) restarted on the same CPU
        0:0         TID  14 CPU  16(1) created
        0:1465569445900 TID  14 sleeping on 'cond var'
       79:0         TID  12 CPU  17(1) created
       79:1465569445979 TID  12 CPU  17(1) restarted on the same CPU
      109:1465569446009 TID  12 sleeping on 'cond var'
      109:1465569446009 TID  12 CPU  17(1) preempted
      109:1465569446009 TID  12 CPU  17(1) restarted on the same CPU
      109:1465569446009 TID  12 sleeping on 'cond var'
      109:1465569446009 TID  12 CPU  17(1) preempted
      119:1465569446019 TID  12 CPU  17(1) restarted on the same CPU
        0:0         TID   4 CPU  18(1) created
        0:1465569445900 TID   4 sleeping on 'cond var'
        0:0         TID   4 CPU  18(1) created
      109:1465569446009 TID   4 sleeping on 'cond var'
      109:1465569446009 TID   4 CPU  18(1) preempted
      109:1465569446009 TID   4 CPU  18(1) restarted on the same CPU
      109:1465569446009 TID   4 sleeping on 'cond var'
      109:1465569446009 TID   4 CPU  18(1) preempted
      119:1465569446019 TID   4 CPU  18(1) restarted on the same CPU
        0:0         TID  10 CPU  20(1) created
        0:1465569445900 TID  10 sleeping on 'cond var'
        0:0         TID  10 CPU  20(1) created
      109:1465569446009 TID  10 sleeping on 'cond var'
      109:1465569446009 TID  10 CPU  20(1) preempted
      109:1465569446009 TID  10 CPU  20(1) restarted on the same CPU
      109:1465569446009 TID  10 sleeping on 'cond var'
      109:1465569446009 TID  10 CPU  20(1) preempted
      109:1465569446009 TID  10 CPU  20(1) restarted on the same CPU
      109:1465569446009 TID  10 sleeping on 'cond var'
      109:1465569446009 TID  10 CPU  20(1) preempted
      119:1465569446019 TID  10 CPU  20(1) restarted on the same CPU
        0:0         TID  16 CPU  21(1) created
      109:1465569446009 TID  16 sleeping on 'cond var'
      109:1465569446009 TID  16 CPU  21(1) preempted
      109:1465569446009 TID  16 CPU  21(1) restarted on the same CPU
      109:1465569446009 TID  16 sleeping on 'cond var'
      109:1465569446009 TID  16 CPU  21(1) preempted
      109:1465569446009 TID  16 CPU  21(1) restarted on the same CPU
      109:1465569446009 TID  16 sleeping on 'cond var'
      109:1465569446009 TID  16 CPU  21(1) preempted
      119:1465569446019 TID  16 CPU  21(1) restarted on the same CPU
        0:0         TID  16 CPU  22(1) created
        0:1465569445900 TID  16 sleeping on 'cond var'
        0:0         TID   5 CPU  25(2) created
        0:1465569445900 TID   5 sleeping on 'cond var'
        0:0         TID   5 CPU  25(2) created
      109:1465569446009 TID   5 sleeping on 'cond var'
      109:1465569446009 TID   5 CPU  25(2) preempted
        0:0         TID   3 CPU  26(2) created
        0:1465569445900 TID   3 sleeping on 'cond var'
        0:0         TID   3 CPU  26(2) created
        0:1465569445900 TID   3 sleeping on 'cond var'
        0:0         TID   7 CPU  26(2) created
        0:1465569445900 TID   7 sleeping on 'cond var'
        0:0         TID   9 CPU  26(2) created
        0:1465569445900 TID   9 sleeping on 'cond var'
        0:0         TID  11 CPU  26(2) created
        0:1465569445900 TID  11 sleeping on 'cond var'
        0:0         TID  13 CPU  26(2) created
        0:1465569445900 TID  13 sleeping on 'cond var'
        0:0         TID  15 CPU  26(2) created
        0:1465569445900 TID  15 sleeping on 'cond var'
        0:0         TID   3 CPU  26(2) created
      109:1465569446009 TID   3 sleeping on 'cond var'
      109:1465569446009 TID   3 CPU  26(2) preempted
      109:1465569446009 TID   3 CPU  26(2) restarted on the same CPU
      109:1465569446009 TID   3 sleeping on 'cond var'
      109:1465569446009 TID   3 CPU  26(2) preempted
      109:1465569446009 TID   3 CPU  26(2) restarted on the same CPU
      109:1465569446009 TID   3 sleeping on 'cond var'
      109:1465569446009 TID   3 CPU  26(2) preempted
      119:1465569446019 TID   3 CPU  26(2) restarted on the same CPU
        0:1465569445900 TID   1 sleeping on 'cond var'
        0:0         TID   1 CPU  27(2) created
      109:1465569446009 TID   1 sleeping on 'cond var'
      109:1465569446009 TID   1 CPU  27(2) preempted
      109:1465569446009 TID   1 CPU  27(2) restarted on the same CPU
      109:1465569446009 TID   1 sleeping on 'cond var'
      109:1465569446009 TID   1 CPU  27(2) preempted
      119:1465569446019 TID   1 CPU  27(2) restarted on the same CPU
      119:1465569446019 TID   1 sleeping on 'cond var'
      119:1465569446019 TID   1 CPU  27(2) preempted
      119:1465569446019 TID   1 CPU  27(2) restarted on the same CPU
      119:1465569446019 TID   1 sleeping on 'shuttle'
      119:1465569446019 TID   1 CPU  27(2) preempted
      119:1465569446019 TID   1 CPU  27(2) restarted on the same CPU
      119:1465569446019 TID   1 sleeping on 'shuttle'
      119:1465569446019 TID   1 CPU  27(2) preempted
      119:1465569446019 TID   1 CPU  27(2) restarted on the same CPU
      119:1465569446019 TID   1 sleeping on 'cond var'
      119:1465569446019 TID   1 CPU  27(2) preempted
      119:1465569446019 TID   1 CPU  27(2) restarted on the same CPU
      119:1465569446019 TID   1 sleeping on 'cond var'
      119:1465569446019 TID   1 CPU  27(2) preempted
      119:1465569446019 TID   1 CPU  27(2) restarted on the same CPU
      119:1465569446019 TID   1 sleeping on 'cond var'
      119:1465569446019 TID   1 CPU  27(2) preempted
      119:1465569446019 TID   1 CPU  27(2) restarted on the same CPU
      119:1465569446019 TID   1 sleeping on 'cond var'
      119:1465569446019 TID   1 CPU  27(2) preempted
      119:1465569446019 TID   1 CPU  27(2) restarted on the same CPU
      119:1465569446019 TID   1 sleeping on 'cond var'
      119:1465569446019 TID   1 CPU  27(2) preempted
      119:1465569446019 TID   1 CPU  27(2) restarted on the same CPU
      119:1465569446019 TID   1 sleeping on 'cond var'
      119:1465569446019 TID   1 CPU  27(2) preempted
      119:1465569446019 TID   1 CPU  27(2) restarted on the same CPU
      119:1465569446019 TID   1 sleeping on 'cond var'
      119:1465569446019 TID   1 CPU  27(2) preempted
      119:1465569446019 TID  13  from-CPU 13(2) to-cpu 29(2) CPU migration
      119:1465569446019 TID  13 CPU  29(2) restarted on the same CPU
      109:1465569446009 TID   5  from-CPU 25(2) to-cpu 30(2) CPU migration
      109:1465569446009 TID   5 CPU  30(2) restarted on the same CPU
      109:1465569446009 TID   5 sleeping on 'cond var'
      109:1465569446009 TID   5 CPU  30(2) preempted
      119:1465569446019 TID   5 CPU  30(2) restarted on the same CPU
        0:0         TID   8 CPU   6(1) created
        0:1465569445900 TID   8 sleeping on 'cond var'
        0:0         TID   8 CPU   6(1) created
      109:1465569446009 TID   8 sleeping on 'cond var'
      109:1465569446009 TID   8 CPU   6(1) preempted
      109:1465569446009 TID   8 CPU   6(1) restarted on the same CPU
      109:1465569446009 TID   8 sleeping on 'cond var'
      109:1465569446009 TID   8 CPU   6(1) preempted
      109:1465569446009 TID   8 CPU   6(1) restarted on the same CPU
      109:1465569446009 TID   8 sleeping on 'cond var'
      109:1465569446009 TID   8 CPU   6(1) preempted
      119:1465569446019 TID   8 CPU   6(1) restarted on the same CPU

