        0:0         TID   1 CPU   4(1) created
        0:0         TID   1 CPU   4(1) created
fiosExecucao =4 Intervalo=99
: tempo -> 54134.3 usecs
        0:0         TID   4 CPU   2(1) created
        0:1465569362240 TID   4 sleeping on 'cond var'
        0:0         TID   4 CPU   2(1) created
       59:1465569362299 TID   4 sleeping on 'cond var'
       59:1465569362299 TID   4 CPU   2(1) preempted
       59:1465569362299 TID   4 CPU   2(1) restarted on the same CPU
       59:1465569362299 TID   4 sleeping on 'cond var'
       59:1465569362299 TID   4 CPU   2(1) preempted
       59:1465569362299 TID   4 CPU   2(1) restarted on the same CPU
        0:0         TID   2 CPU   3(1) created
        0:1465569362240 TID   2 sleeping on 'cond var'
        0:0         TID   2 CPU   3(1) created
       59:1465569362299 TID   2 sleeping on 'cond var'
       59:1465569362299 TID   2 CPU   3(1) preempted
       59:1465569362299 TID   2 CPU   3(1) restarted on the same CPU
       59:1465569362299 TID   2 sleeping on 'cond var'
       59:1465569362299 TID   2 CPU   3(1) preempted
       59:1465569362299 TID   2 CPU   3(1) restarted on the same CPU
        0:0         TID   1 CPU   4(1) created
        0:0         TID   1 CPU   4(1) created
        0:0         TID   1 CPU   4(1) created
        0:0         TID   1 CPU   4(1) created
        0:1465569362240 TID   1 sleeping on 'cond var'
        0:0         TID   1 CPU   4(1) created
       59:1465569362299 TID   1 sleeping on 'cond var'
       59:1465569362299 TID   1 CPU   4(1) preempted
       59:1465569362299 TID   1 CPU   4(1) restarted on the same CPU
       59:1465569362299 TID   1 sleeping on 'cond var'
       59:1465569362299 TID   1 CPU   4(1) preempted
       59:1465569362299 TID   1 CPU   4(1) restarted on the same CPU
       59:1465569362299 TID   1 sleeping on 'cond var'
       59:1465569362299 TID   1 CPU   4(1) preempted
       59:1465569362299 TID   1 CPU   4(1) restarted on the same CPU
       59:1465569362299 TID   1 sleeping on 'shuttle'
       59:1465569362299 TID   1 CPU   4(1) preempted
       59:1465569362299 TID   1 CPU   4(1) restarted on the same CPU
       59:1465569362299 TID   1 sleeping on 'shuttle'
       59:1465569362299 TID   1 CPU   4(1) preempted
       59:1465569362299 TID   1 CPU   4(1) restarted on the same CPU
       59:1465569362299 TID   1 sleeping on 'cond var'
       59:1465569362299 TID   1 CPU   4(1) preempted
       59:1465569362299 TID   1 CPU   4(1) restarted on the same CPU
       59:1465569362299 TID   1 sleeping on 'cond var'
       59:1465569362299 TID   1 CPU   4(1) preempted
       59:1465569362299 TID   1 CPU   4(1) restarted on the same CPU
        0:0         TID   3 CPU   8(2) created
        0:1465569362240 TID   3 sleeping on 'cond var'
        0:0         TID   3 CPU   8(2) created
       39:1465569362279 TID   3 sleeping on 'cond var'
       39:1465569362279 TID   3 CPU   8(2) preempted
       59:1465569362299 TID   3 CPU   8(2) restarted on the same CPU
       59:1465569362299 TID   3 sleeping on 'cond var'
       59:1465569362299 TID   3 CPU   8(2) preempted
       59:1465569362299 TID   3 CPU   8(2) restarted on the same CPU

